NDVI,Rainfall_mm,Temperature_C,Elevation_m,Slope_Degrees,Soil_Moisture,Evapotranspiration_mm,Crop_Beans,Crop_Cowpeas,Crop_Irish Potatoes,Crop_Maize,Crop_Pigeon Peas,Crop_Sorghum,Crop_Sweet Potatoes,Crop_Wheat
0.635304342,1737.063823,27.58780691,1430.549533,8.018998293,0.331799316,943.5325348,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.417300397,831.8634249,34.1422274,1237.296747,4.212169882,0.290574544,511.3824489,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.468461702,1206.057623,32.75972485,1412.458855,4.544388439,0.269825488,633.2933678,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.519807788,1571.27653,33.19130291,175.453546,3.670492901,0.253468809,867.5678538,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.641349512,1647.359423,28.21155805,1489.046789,7.423358832,0.348379527,1013.209418,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.439664665,1031.14175,34.3725964,874.8933558,4.752909988,0.251388628,532.1791723,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.517719025,1606.382867,33.77103397,184.262144,3.23815292,0.2599857,846.0142264,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.434109165,927.55612,34.06565781,1572.305924,8.572386023,0.247074416,518.3176509,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.450932305,1152.233541,32.28177492,1314.564979,6.214017925,0.25736119,562.326135,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.465276066,1029.044146,33.02230525,1134.168054,6.436595836,0.254047419,569.6058103,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.545715885,1703.059711,33.13815074,1142.922057,6.175580796,0.236168101,751.5440712,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.615949878,1728.737958,30.84487182,1365.883858,4.453931943,0.330232969,943.0958033,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.585200443,1539.730917,29.58322952,1343.877342,10.22993138,0.292089103,853.9448988,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.401334641,1004.380494,32.5837242,1563.088741,4.251721048,0.326183434,523.4395499,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.331284822,813.6898038,38.93877008,1641.739315,4.025575513,0.25943888,823.9514989,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.461835354,1022.221628,33.84347745,850.3698038,5.580549123,0.237234493,584.3768996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.507840454,1538.11294,34.28374314,873.4429446,6.801491905,0.263730741,662.5645237,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.520074839,1175.532506,32.41350682,1374.611437,9.14140306,0.191165726,696.2487247,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.682862003,1676.610943,28.28212838,1909.056571,5.43141081,0.389677045,1105.851383,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.632449115,2247.379334,30.64603741,1218.154094,3.487058596,0.356566196,824.7522425,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.658310756,1628.019437,25.37710272,2122.366045,11.38255996,0.299510566,1052.259302,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.683074325,1860.892079,26.0462194,1591.400542,8.527889066,0.364585504,1057.284491,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.652789789,1893.505476,31.10926739,1327.611714,3.842316935,0.340580877,938.312164,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.693852818,1754.447301,27.30831392,2009.07669,8.30673914,0.335709265,1086.544516,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.61005361,1870.728632,30.19630232,1269.874517,4.469029226,0.375402315,804.2728501,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.438146105,1028.405507,34.50062004,850.7585356,4.651102163,0.247370044,529.4393415,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
